Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
177,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,36,21,5,feedback_r,Zone7,timelimit_screen,2000,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
178,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,36,21,6,end,Zone1,timelimit_screen,149,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
179,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,37,22,1,Screen 1,Zone1,continue_button,925.7999999970198,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
180,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,37,22,2,individual,Zone4,timelimit_screen,999.2999999999884,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
181,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,37,22,3,offer,Zone3,response_button_image,1269.2000000029802,,,yellowBox.png,1,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
182,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,37,22,5,feedback_r,Zone7,timelimit_screen,1999.2999999999884,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
183,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,37,22,6,end,Zone1,timelimit_screen,150.70000000001164,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
184,1.72106E+12,15/07/2024 15:44,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,38,23,1,Screen 1,Zone1,continue_button,1204,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
185,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,38,23,2,individual,Zone4,timelimit_screen,999.7000000000116,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
186,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,38,23,3,offer,Zone3,response_button_image,2348.2999999970198,,,yellowBox.png,1,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
187,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,38,23,5,feedback_r,Zone7,timelimit_screen,2000.100000000035,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
188,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,38,23,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
189,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,39,15,1,Screen 1,Zone1,continue_button,870.2000000029802,,,,,0,1,0,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
190,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,39,15,2,individual,Zone4,timelimit_screen,1000,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
191,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,39,15,3,offer,bluebox,response_button_image,1017.2000000029802,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
192,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,39,15,5,feedback_r,Zone7,timelimit_screen,2000,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
193,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,39,15,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
194,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,40,24,1,Screen 1,Zone1,continue_button,701.5999999940395,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
195,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,40,24,2,individual,Zone4,timelimit_screen,1000,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
196,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,40,24,3,offer,Zone2,response_button_image,664.7000000029802,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
197,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,40,24,4,feedback_l,Zone7,timelimit_screen,1999.1999999999534,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
198,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,40,24,6,end,Zone1,timelimit_screen,150.90000000002328,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
199,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,41,16,1,Screen 1,Zone1,continue_button,1226.300000011921,,,,,0,1,0,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
200,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:44,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,41,16,2,individual,Zone4,timelimit_screen,1000.2999999999884,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
201,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,41,16,3,offer,bluebox,response_button_image,849.2000000029802,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
202,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,41,16,5,feedback_r,Zone7,timelimit_screen,2000.899999999965,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
203,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,41,16,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
204,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,42,25,1,Screen 1,Zone1,continue_button,1429,,,,,0,1,0,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
205,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,42,25,2,individual,Zone4,timelimit_screen,999.5,,,,,0,1,0,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
206,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,42,25,3,offer,Zone2,response_button_image,2157.2999999970198,,,redBox.png,1,0,1,0,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
207,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,42,25,4,feedback_l,Zone7,timelimit_screen,2000.0999999999767,,,,,0,1,0,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
208,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,42,25,6,end,Zone1,timelimit_screen,149.90000000002328,,,,,0,1,0,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
209,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,43,17,1,Screen 1,Zone1,continue_button,748.9000000059605,,,,,0,1,0,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,83,42,,,0.15,0.85,0,0,1,1,Stable,Volatile,2.891,1.647,1.521,1.958,expert
210,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,43,17,2,individual,Zone4,timelimit_screen,1001,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,83,42,,,0.15,0.85,0,0,1,1,Stable,Volatile,2.891,1.647,1.521,1.958,expert
211,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,43,17,3,offer,Zone2,response_button_image,1030.9000000059605,,,redBox.png,1,0,1,0,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,83,42,,,0.15,0.85,0,0,1,1,Stable,Volatile,2.891,1.647,1.521,1.958,expert
212,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,43,17,4,feedback_l,Zone7,timelimit_screen,2000.0999999999767,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,83,42,,,0.15,0.85,0,0,1,1,Stable,Volatile,2.891,1.647,1.521,1.958,expert
213,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,43,17,6,end,Zone1,timelimit_screen,149.30000000004657,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,83,42,,,0.15,0.85,0,0,1,1,Stable,Volatile,2.891,1.647,1.521,1.958,expert
214,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,44,18,1,Screen 1,Zone1,continue_button,563.5,,,,,0,1,0,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,84,43,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.017,1.445,0.714,2.748,expert
215,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,44,18,2,individual,Zone4,timelimit_screen,1000.5,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,84,43,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.017,1.445,0.714,2.748,expert
216,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,44,18,3,offer,Zone2,response_button_image,2481.2999999970198,,,yellowBox.png,1,1,0,0,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,84,43,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.017,1.445,0.714,2.748,expert
217,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,44,18,4,feedback_l,Zone7,timelimit_screen,1998.9000000000233,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,84,43,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.017,1.445,0.714,2.748,expert
218,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,44,18,6,end,Zone1,timelimit_screen,150.40000000002328,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,84,43,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.017,1.445,0.714,2.748,expert
219,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,45,19,1,Screen 1,Zone1,continue_button,793.7999999970198,,,,,0,1,0,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,85,44,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.218,1.761,1.571,1.454,expert
220,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,45,19,2,individual,Zone4,timelimit_screen,1000,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,85,44,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.218,1.761,1.571,1.454,expert
221,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,45,19,3,offer,bluebox,response_button_image,1952.0999999940395,,,redBox.png,1,0,1,0,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,85,44,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.218,1.761,1.571,1.454,expert
222,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,45,19,5,feedback_r,Zone7,timelimit_screen,1999.2000000000116,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,85,44,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.218,1.761,1.571,1.454,expert
223,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,45,19,6,end,Zone1,timelimit_screen,150.39999999996508,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,85,44,,,0.15,0.85,0,1,0,0,Stable,Volatile,3.218,1.761,1.571,1.454,expert
224,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,46,20,1,Screen 1,Zone1,continue_button,645.8999999910593,,,,,0,1,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,86,45,,,0.15,0.85,1,1,1,1,Stable,Volatile,2.034,1.975,1.597,2.412,expert
225,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,46,20,2,individual,Zone4,timelimit_screen,1000.4000000000233,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,86,45,,,0.15,0.85,1,1,1,1,Stable,Volatile,2.034,1.975,1.597,2.412,expert
226,1.72106E+12,15/07/2024 15:45,1.72106E+12,1,15/07/2024 16:45,183183,5,task-cj2d,,38979086,4,11344871,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1792x1120,1792x955,,,,SLS,2,schedule_A,schedule_A,46,20,3,offer,Zone2,response_button_image,841.1999999880791,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,86,45,,,0.15,0.85,1,1,1,1,Stable,Volatile,2.034,1.975,1.597,2.412,expert
