Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
11,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,3,1,3,offer,Zone2,response_button_image,1303.9000000022352,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
12,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,3,1,4,feedback_l,Zone7,timelimit_screen,2000.0999999999985,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
13,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,3,1,6,end,Zone1,timelimit_screen,149.8000000000029,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
14,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,4,2,1,Screen 1,Zone1,continue_button,2466.699999999255,,,,,0,1,0,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
15,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,4,2,2,individual,Zone4,timelimit_screen,999.7000000000007,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
16,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,4,2,3,offer,Zone3,response_button_image,1698.8999999985099,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
17,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,4,2,5,feedback_r,Zone7,timelimit_screen,1999.5,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
18,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,4,2,6,end,Zone1,timelimit_screen,150.09999999999854,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
19,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,5,3,1,Screen 1,Zone1,continue_button,944.3000000007451,,,,,0,1,0,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
20,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,5,3,2,individual,Zone4,timelimit_screen,999.6999999999971,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
21,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,5,3,3,offer,Zone3,response_button_image,1657.800000000745,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
22,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,5,3,5,feedback_r,Zone7,timelimit_screen,1999.7000000000044,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
23,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,5,3,6,end,Zone1,timelimit_screen,150.09999999999854,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
24,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,6,2,1,Screen 1,Zone1,continue_button,1252.9000000022352,,,,,0,1,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
25,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,6,2,2,individual,Zone4,timelimit_screen,999.9000000000015,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
26,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,6,2,3,offer,Zone2,response_button_image,1401.3999999985099,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
27,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,6,2,4,feedback_l,Zone7,timelimit_screen,1999.5,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
28,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,6,2,6,end,Zone1,timelimit_screen,149.8000000000029,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
29,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,7,4,1,Screen 1,Zone1,continue_button,1352.3999999985099,,,,,0,1,0,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
30,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,7,4,2,individual,Zone4,timelimit_screen,999.7999999999956,,,,,0,1,0,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
31,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,7,4,3,offer,Zone2,response_button_image,2003.7999999970198,,,redBox.png,1,0,1,0,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
32,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,7,4,4,feedback_l,Zone7,timelimit_screen,1999.5999999999985,,,,,0,1,0,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
33,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,7,4,6,end,Zone1,timelimit_screen,149.8000000000029,,,,,0,1,0,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
34,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,8,3,1,Screen 1,Zone1,continue_button,2389.4,,,,,0,1,0,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
35,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,8,3,2,individual,Zone4,timelimit_screen,999.8000000000029,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
36,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,8,3,3,offer,Zone2,response_button_image,1582,,,yellowBox.png,1,1,0,0,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
37,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,8,3,4,feedback_l,Zone7,timelimit_screen,1999.699999999997,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
38,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,8,3,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
39,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,9,4,1,Screen 1,Zone1,continue_button,1086.300000000745,,,,,0,1,0,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
40,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,9,4,2,individual,Zone4,timelimit_screen,999.7999999999956,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
41,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,9,4,3,offer,Zone2,response_button_image,1975.6000000014901,,,redBox.png,1,0,1,0,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
42,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,9,4,4,feedback_l,Zone7,timelimit_screen,1999.9000000000087,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
43,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,9,4,6,end,Zone1,timelimit_screen,149.8000000000029,,,,,0,1,0,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
44,1.72106E+12,15/07/2024 15:39,1.72106E+12,1,15/07/2024 16:39,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,10,5,1,Screen 1,Zone1,continue_button,3937.9,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
45,1.72106E+12,15/07/2024 15:40,1.72106E+12,1,15/07/2024 16:40,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,10,5,2,individual,Zone4,timelimit_screen,1000.5,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
46,1.72106E+12,15/07/2024 15:40,1.72106E+12,1,15/07/2024 16:40,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,10,5,3,offer,Zone3,response_button_image,660.3000000007451,,,yellowBox.png,1,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
47,1.72106E+12,15/07/2024 15:40,1.72106E+12,1,15/07/2024 16:40,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,10,5,5,feedback_r,Zone7,timelimit_screen,1999.5,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
48,1.72106E+12,15/07/2024 15:40,1.72106E+12,1,15/07/2024 16:40,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,10,5,6,end,Zone1,timelimit_screen,150.10000000000582,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
49,1.72106E+12,15/07/2024 15:40,1.72106E+12,1,15/07/2024 16:40,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,11,6,1,Screen 1,Zone1,continue_button,4372.4,,,,,0,1,0,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
50,1.72106E+12,15/07/2024 15:40,1.72106E+12,1,15/07/2024 16:40,183183,5,task-cj2d,,38979070,7,11344874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,,SLS,2,schedule_A,schedule_A,11,6,2,individual,Zone4,timelimit_screen,1000.1999999999971,,,,,0,1,0,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
