EventIndex,UTCTimestamp,UTCDate,LocalTimestamp,LocalTimezone,LocalDate,ExperimentID,ExperimentVersion,TreeNodeKey,RepeatKey,ScheduleID,ParticipantPublicID,ParticipantPrivateID,ParticipantStartingGroup,ParticipantStatus,ParticipantCompletionCode,ParticipantExternalSessionID,ParticipantDeviceType,ParticipantDevice,ParticipantOS,ParticipantBrowser,ParticipantMonitorSize,ParticipantViewportSize,Checkpoint,TaskName,TaskVersion,randomiser_6z9f,branch_kxy7,checkpoint_tqwf,branch_rtog,branch_7dgx,checkpoint_mqen,branch_yx2c,branch_3n8o,branch_f1s6,branch_x6l7,branch_21hs,checkpoint_iz27,checkpoint_sry6,Spreadsheet,SpreadsheetName,SpreadsheetRow,TrialNumber,ScreenNumber,ScreenName,ZoneName,ZoneType,ReactionTime,ReactionOnset,ResponseType,Response,Attempt,Correct,Incorrect,Dishonest,XCoordinate,YCoordinate,TimedOut,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
11,1673540883241,12/01/2023 16:28:03,1673540886445,0,12/01/2023 16:28:06,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,3,1,3,offer,Zone2,response_button_image,979.800000071526,NaN,NaN,greenBox.png,1,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,3,2,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.782,1.168,1.168,2.462,inexpert
12,1673540885232,12/01/2023 16:28:05,1673540888440,0,12/01/2023 16:28:08,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,3,1,4,feedback_l,Zone7,timelimit_screen,1999.915,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,3,2,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.782,1.168,1.168,2.462,inexpert
13,1673540885385,12/01/2023 16:28:05,1673540888598,0,12/01/2023 16:28:08,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,3,1,6,end,Zone1,timelimit_screen,149.977999999999,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,3,2,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.782,1.168,1.168,2.462,inexpert
14,1673540888954,12/01/2023 16:28:08,1673540892066,0,12/01/2023 16:28:12,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,4,2,1,Screen 1,Zone1,continue_button,3368.5,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
15,1673540889853,12/01/2023 16:28:09,1673540893062,0,12/01/2023 16:28:13,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,4,2,2,individual,Zone4,timelimit_screen,1001.582,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
16,1673540890525,12/01/2023 16:28:10,1673540893738,0,12/01/2023 16:28:13,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,4,2,3,offer,bluebox,response_button_image,624.300000071526,NaN,NaN,blueBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
17,1673540892515,12/01/2023 16:28:12,1673540895726,0,12/01/2023 16:28:15,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,4,2,5,feedback_r,Zone7,timelimit_screen,1997.136,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
18,1673540892647,12/01/2023 16:28:12,1673540895873,0,12/01/2023 16:28:15,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,4,2,6,end,Zone1,timelimit_screen,149.271000000001,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
19,1673540893645,12/01/2023 16:28:13,1673540896850,0,12/01/2023 16:28:16,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,5,2,1,Screen 1,Zone1,continue_button,945,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
20,1673540894632,12/01/2023 16:28:14,1673540897841,0,12/01/2023 16:28:17,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,5,2,2,individual,Zone4,timelimit_screen,999.847000000002,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
21,1673540895649,12/01/2023 16:28:15,1673540898861,0,12/01/2023 16:28:18,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,5,2,3,offer,Zone2,response_button_image,963.700000047684,NaN,NaN,greenBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
22,1673540897737,12/01/2023 16:28:17,1673540900856,0,12/01/2023 16:28:20,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,5,2,4,feedback_l,Zone7,timelimit_screen,1999.912,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
23,1673540897959,12/01/2023 16:28:17,1673540901005,0,12/01/2023 16:28:21,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,5,2,6,end,Zone1,timelimit_screen,149.976999999999,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
24,1673540898753,12/01/2023 16:28:18,1673540901962,0,12/01/2023 16:28:21,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,6,3,1,Screen 1,Zone1,continue_button,886.600000023842,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
25,1673540899738,12/01/2023 16:28:19,1673540902956,0,12/01/2023 16:28:22,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,6,3,2,individual,Zone4,timelimit_screen,999.946000000004,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
26,1673540900844,12/01/2023 16:28:20,1673540904058,0,12/01/2023 16:28:24,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,6,3,3,offer,bluebox,response_button_image,1053.10000002384,NaN,NaN,blueBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
27,1673540902822,12/01/2023 16:28:22,1673540906039,0,12/01/2023 16:28:26,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,6,3,5,feedback_r,Zone7,timelimit_screen,1999.915,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
28,1673540903183,12/01/2023 16:28:23,1673540906192,0,12/01/2023 16:28:26,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,6,3,6,end,Zone1,timelimit_screen,149.878000000004,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
29,1673540904064,12/01/2023 16:28:24,1673540907278,0,12/01/2023 16:28:27,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,7,3,1,Screen 1,Zone1,continue_button,1025.69999992847,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,7,6,NaN,NaN,0.15,0.15,0,0,1,0,Stable,Stable,3.294,0.815,1.282,2.664,inexpert
30,1673540905066,12/01/2023 16:28:25,1673540908257,0,12/01/2023 16:28:28,111483,5,task-qrxs,repeat-7g8d#1->-repeat-38fk#1->-repeat-qjz7#1->-repeat-5t6i#1,26348654,BLIND,7766409,NaN,complete,NaN,63c019471dfc66664bd1e86e,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x768,Start of Day 2,SLS,90,A,Pass,End of Day 1,Pass,NaN,NaN,NaN,Pass,NaN,Pass,NaN,Start of Day 2,NaN,schedule_B,schedule_B,7,3,2,individual,Zone4,timelimit_screen,999.943999999996,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,7,6,NaN,NaN,0.15,0.15,0,0,1,0,Stable,Stable,3.294,0.815,1.282,2.664,inexpert
