EventIndex,UTCTimestamp,UTCDate,LocalTimestamp,LocalTimezone,LocalDate,ExperimentID,ExperimentVersion,TreeNodeKey,RepeatKey,ScheduleID,ParticipantPublicID,ParticipantPrivateID,ParticipantStartingGroup,ParticipantStatus,ParticipantCompletionCode,ParticipantExternalSessionID,ParticipantDeviceType,ParticipantDevice,ParticipantOS,ParticipantBrowser,ParticipantMonitorSize,ParticipantViewportSize,Checkpoint,TaskName,TaskVersion,randomiser_6z9f,branch_kxy7,checkpoint_tqwf,branch_rtog,branch_7dgx,checkpoint_mqen,branch_yx2c,branch_3n8o,branch_f1s6,branch_x6l7,branch_21hs,checkpoint_iz27,checkpoint_sry6,Spreadsheet,SpreadsheetName,SpreadsheetRow,TrialNumber,ScreenNumber,ScreenName,ZoneName,ZoneType,ReactionTime,ReactionOnset,ResponseType,Response,Attempt,Correct,Incorrect,Dishonest,XCoordinate,YCoordinate,TimedOut,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
11,1673379801654,10/01/2023 19:43:21,1673379801621,0,10/01/2023 19:43:21,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,3,1,3,offer,Zone2,response_button_image,1719,NaN,NaN,greenBox.png,1,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,3,2,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.782,1.168,1.168,2.462,inexpert
12,1673379803645,10/01/2023 19:43:23,1673379803614,0,10/01/2023 19:43:23,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,3,1,4,feedback_l,Zone7,timelimit_screen,2002,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,3,2,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.782,1.168,1.168,2.462,inexpert
13,1673379803776,10/01/2023 19:43:23,1673379803764,0,10/01/2023 19:43:23,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,3,1,6,end,Zone1,timelimit_screen,150,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,3,2,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.782,1.168,1.168,2.462,inexpert
14,1673379805158,10/01/2023 19:43:25,1673379805132,0,10/01/2023 19:43:25,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,4,2,1,Screen 1,Zone1,continue_button,1349,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
15,1673379806136,10/01/2023 19:43:26,1673379806116,0,10/01/2023 19:43:26,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,4,2,2,individual,Zone4,timelimit_screen,1001,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
16,1673379807050,10/01/2023 19:43:27,1673379807033,0,10/01/2023 19:43:27,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,4,2,3,offer,bluebox,response_button_image,907,NaN,NaN,blueBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
17,1673379809044,10/01/2023 19:43:29,1673379809019,0,10/01/2023 19:43:29,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,4,2,5,feedback_r,Zone7,timelimit_screen,2002,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
18,1673379809198,10/01/2023 19:43:29,1673379809169,0,10/01/2023 19:43:29,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,4,2,6,end,Zone1,timelimit_screen,150,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,4,3,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.983,1.181,0.538,1.588,inexpert
19,1673379811110,10/01/2023 19:43:31,1673379811094,0,10/01/2023 19:43:31,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,5,2,1,Screen 1,Zone1,continue_button,1908,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
20,1673379812112,10/01/2023 19:43:32,1673379812089,0,10/01/2023 19:43:32,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,5,2,2,individual,Zone4,timelimit_screen,1002,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
21,1673379813518,10/01/2023 19:43:33,1673379813501,0,10/01/2023 19:43:33,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,5,2,3,offer,Zone2,response_button_image,1403,NaN,NaN,greenBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
22,1673379815516,10/01/2023 19:43:35,1673379815493,0,10/01/2023 19:43:35,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,5,2,4,feedback_l,Zone7,timelimit_screen,2002,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
23,1673379815673,10/01/2023 19:43:35,1673379815643,0,10/01/2023 19:43:35,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,5,2,6,end,Zone1,timelimit_screen,150,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,5,4,NaN,NaN,0.85,0.15,0,0,1,0,Stable,Stable,1.529,0.891,1.004,1,inexpert
24,1673379816994,10/01/2023 19:43:36,1673379816978,0,10/01/2023 19:43:36,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,6,3,1,Screen 1,Zone1,continue_button,1320,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
25,1673379817971,10/01/2023 19:43:37,1673379817961,0,10/01/2023 19:43:37,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,6,3,2,individual,Zone4,timelimit_screen,1001,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
26,1673379820225,10/01/2023 19:43:40,1673379820195,0,10/01/2023 19:43:40,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,6,3,3,offer,bluebox,response_button_image,2225,NaN,NaN,blueBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
27,1673379822216,10/01/2023 19:43:42,1673379822183,0,10/01/2023 19:43:42,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,6,3,5,feedback_r,Zone7,timelimit_screen,2001,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
28,1673379822364,10/01/2023 19:43:42,1673379822333,0,10/01/2023 19:43:42,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,6,3,6,end,Zone1,timelimit_screen,151,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,blueBox.png,greenBox.png,blueBox.png,al2_uncon.png,6,5,NaN,NaN,0.85,0.15,1,0,0,0,Stable,Stable,1.832,1.118,0.752,1.79,inexpert
29,1673379823647,10/01/2023 19:43:43,1673379823435,0,10/01/2023 19:43:43,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,7,3,1,Screen 1,Zone1,continue_button,1083,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,7,6,NaN,NaN,0.15,0.15,0,0,1,0,Stable,Stable,3.294,0.815,1.282,2.664,inexpert
30,1673379824462,10/01/2023 19:43:44,1673379824436,0,10/01/2023 19:43:44,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,7,3,2,individual,Zone4,timelimit_screen,1002,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,7,6,NaN,NaN,0.15,0.15,0,0,1,0,Stable,Stable,3.294,0.815,1.282,2.664,inexpert
31,1673379826542,10/01/2023 19:43:46,1673379826529,0,10/01/2023 19:43:46,111483,6,task-rbyw,repeat-u7ds#1->-repeat-l3h2#1,26307575,BLIND,7766470,NaN,complete,NaN,63bdb974d4e9ba2e6133b400,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1920x1080,1679x1017,Start of Day 2,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,NaN,Start of Day 2,schedule_B,schedule_B,7,3,3,offer,Zone2,response_button_image,2084,NaN,NaN,greenBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_right,greenBox.png,greenBox.png,blueBox.png,al2_uncon.png,7,6,NaN,NaN,0.15,0.15,0,0,1,0,Stable,Stable,3.294,0.815,1.282,2.664,inexpert
