EventIndex,UTCTimestamp,UTCDate,LocalTimestamp,LocalTimezone,LocalDate,ExperimentID,ExperimentVersion,TreeNodeKey,RepeatKey,ScheduleID,ParticipantPublicID,ParticipantPrivateID,ParticipantStartingGroup,ParticipantStatus,ParticipantCompletionCode,ParticipantExternalSessionID,ParticipantDeviceType,ParticipantDevice,ParticipantOS,ParticipantBrowser,ParticipantMonitorSize,ParticipantViewportSize,Checkpoint,TaskName,TaskVersion,randomiser_6z9f,branch_kxy7,checkpoint_tqwf,branch_rtog,branch_7dgx,checkpoint_mqen,branch_yx2c,branch_3n8o,branch_f1s6,branch_x6l7,branch_21hs,Spreadsheet,SpreadsheetName,SpreadsheetRow,TrialNumber,ScreenNumber,ScreenName,ZoneName,ZoneType,ReactionTime,ReactionOnset,ResponseType,Response,Attempt,Correct,Incorrect,Dishonest,XCoordinate,YCoordinate,TimedOut,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
1,1671191340249,16/12/2022 11:49:00,1671191343024,0,16/12/2022 11:49:03,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,,NaN,NaN,NaN,,,,NaN,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,
2,1671191342140,16/12/2022 11:49:02,1671191344944,0,16/12/2022 11:49:04,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,1,1,1,Screen 1,Zone1,continue_button,1688.39999999851,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,getReady,,,,,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,
3,1671191343635,16/12/2022 11:49:03,1671191346448,0,16/12/2022 11:49:06,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,1,1,2,Screen 2,Zone1,continue_button,1499.70000000298,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,getReady,,,,,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,
4,1671191345147,16/12/2022 11:49:05,1671191347960,0,16/12/2022 11:49:07,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,2,1,1,Screen 1,Zone1,continue_button,1495.60000000149,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,2,1,NaN,NaN,0.85,0.85,1,1,1,0,Volatile,Stable,3.471,0.525,1.66,2.529,expert
5,1671191346133,16/12/2022 11:49:06,1671191348945,0,16/12/2022 11:49:08,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,2,1,2,individual,Zone4,timelimit_screen,999.972,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,2,1,NaN,NaN,0.85,0.85,1,1,1,0,Volatile,Stable,3.471,0.525,1.66,2.529,expert
6,1671191347465,16/12/2022 11:49:07,1671191350280,0,16/12/2022 11:49:10,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,2,1,3,offer,Zone2,response_button_image,1328.30000000447,NaN,NaN,yellowBox.png,1,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,2,1,NaN,NaN,0.85,0.85,1,1,1,0,Volatile,Stable,3.471,0.525,1.66,2.529,expert
7,1671191349463,16/12/2022 11:49:09,1671191352278,0,16/12/2022 11:49:12,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,2,1,4,feedback_l,Zone7,timelimit_screen,1999.953,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,2,1,NaN,NaN,0.85,0.85,1,1,1,0,Volatile,Stable,3.471,0.525,1.66,2.529,expert
8,1671191349617,16/12/2022 11:49:09,1671191352428,0,16/12/2022 11:49:12,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,2,1,6,end,Zone1,timelimit_screen,150.067000000001,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,2,1,NaN,NaN,0.85,0.85,1,1,1,0,Volatile,Stable,3.471,0.525,1.66,2.529,expert
9,1671191350765,16/12/2022 11:49:10,1671191353584,0,16/12/2022 11:49:13,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,3,1,1,Screen 1,Zone1,continue_button,1145.5,NaN,NaN,,NaN,0,1,0,NaN,NaN,NaN,NaN,NaN,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,NaN,NaN,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
10,1671191351782,16/12/2022 11:49:11,1671191354578,0,16/12/2022 11:49:14,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,3,1,2,individual,Zone4,timelimit_screen,999.928,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,NaN,NaN,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
11,1671191352570,16/12/2022 11:49:12,1671191355361,0,16/12/2022 11:49:15,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,3,1,3,offer,Zone2,response_button_image,776.39999999851,NaN,NaN,redBox.png,1,1,0,0,NaN,NaN,NaN,NaN,NaN,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,NaN,NaN,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
12,1671191354539,16/12/2022 11:49:14,1671191357345,0,16/12/2022 11:49:17,109680,37,task-v1fs,repeat-u7ds#1->-repeat-l3h2#1->-repeat-pi7a#1->-repeat-apgu#1,25989827,BLIND,7672976,NaN,complete,NaN,NaN,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x1080,End of Day 1,SLS,90,B,NaN,NaN,NaN,Pass,End of Day 1,Pass,NaN,Pass,NaN,Pass,schedule_A,schedule_A,3,1,4,feedback_l,Zone7,timelimit_screen,1999.956,NaN,NaN,,NaN,0,1,0,NaN,NaN,1,NaN,NaN,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,NaN,NaN,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
