Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
26,1756914350294,03/09/2025 15:45,1756914350946,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,6,2,3,offer,Zone2,response_button_image,1028.7999999970198,,,redBox.png,1,1,,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
27,1756914352303,03/09/2025 15:45,1756914352944,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,6,2,4,feedback_l,Zone7,timelimit_screen,2000,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
28,1756914352444,03/09/2025 15:45,1756914353094,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,6,2,6,end,Zone1,timelimit_screen,150,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
29,1756914353564,03/09/2025 15:45,1756914354203,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,7,4,1,Screen 1,Zone1,continue_button,1095.199999999255,,,,0,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
30,1756914354544,03/09/2025 15:45,1756914355194,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,7,4,2,individual,Zone4,timelimit_screen,1000,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
31,1756914355147,03/09/2025 15:45,1756914355788,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,7,4,3,offer,Zone2,response_button_image,585.1000000014901,,,redBox.png,1,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
32,1756914357126,03/09/2025 15:45,1756914357777,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,7,4,4,feedback_l,Zone7,timelimit_screen,1999.9000000000015,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
33,1756914357283,03/09/2025 15:45,1756914357928,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,7,4,6,end,Zone1,timelimit_screen,150.09999999999854,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
34,1756914358345,03/09/2025 15:45,1756914358991,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,8,3,1,Screen 1,Zone1,continue_button,1043.3999999985099,,,,0,,,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
35,1756914359329,03/09/2025 15:45,1756914359978,2,03/09/2025 17:45,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,8,3,2,individual,Zone4,timelimit_screen,1000.2000000000044,,,,0,,,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
36,1756914361112,03/09/2025 15:46,1756914361755,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,8,3,3,offer,Zone2,response_button_image,1769.7999999970198,,,yellowBox.png,1,1,,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
37,1756914363113,03/09/2025 15:46,1756914363744,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,8,3,4,feedback_l,Zone7,timelimit_screen,1999.9000000000015,,,,0,,,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
38,1756914363247,03/09/2025 15:46,1756914363894,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,8,3,6,end,Zone1,timelimit_screen,149.89999999999418,,,,0,,,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
39,1756914364369,03/09/2025 15:46,1756914364988,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,9,4,1,Screen 1,Zone1,continue_button,1071.8999999985099,,,,0,,,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
40,1756914365332,03/09/2025 15:46,1756914365977,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,9,4,2,individual,Zone4,timelimit_screen,1000.0999999999985,,,,0,,,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
41,1756914366634,03/09/2025 15:46,1756914367278,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,9,4,3,offer,Zone2,response_button_image,1291.6000000014901,,,redBox.png,1,,,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
42,1756914368633,03/09/2025 15:46,1756914369277,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,9,4,4,feedback_l,Zone7,timelimit_screen,2000.0999999999985,,,,0,,,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
43,1756914368776,03/09/2025 15:46,1756914369427,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,9,4,6,end,Zone1,timelimit_screen,150,,,,0,,,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
44,1756914370791,03/09/2025 15:46,1756914371427,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,10,5,1,Screen 1,Zone1,continue_button,1985.4000000022352,,,,0,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
45,1756914371766,03/09/2025 15:46,1756914372411,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,10,5,2,individual,Zone4,timelimit_screen,1000,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
46,1756914375793,03/09/2025 15:46,1756914376432,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,10,5,3,offer,Zone3,response_button_image,4008.199999999255,,,yellowBox.png,1,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
47,1756914377778,03/09/2025 15:46,1756914378427,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,10,5,5,feedback_r,Zone7,timelimit_screen,2000,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
48,1756914377931,03/09/2025 15:46,1756914378577,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,10,5,6,end,Zone1,timelimit_screen,150,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
49,1756914379255,03/09/2025 15:46,1756914379900,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,11,6,1,Screen 1,Zone1,continue_button,1305.8999999985099,,,,0,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
50,1756914380242,03/09/2025 15:46,1756914380894,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,11,6,2,individual,Zone4,timelimit_screen,999.9000000000087,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
51,1756914381690,03/09/2025 15:46,1756914382337,2,03/09/2025 17:46,183183,6,task-cj2d,,48985685,13,11344880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1536x864,1536x703,,,,SLS,2,schedule_A,schedule_A,11,6,3,offer,Zone2,response_button_image,1432.5999999977648,,,redBox.png,1,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
