Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
158,1756914259674,03/09/2025 15:44,1756914266380,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,32,19,6,end,Zone1,timelimit_screen,150,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,62,31,,,0.85,0.15,1,0,0,1,Stable,Volatile,2.538,1.672,1.143,1.555,expert
159,1756914260295,03/09/2025 15:44,1756914266973,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,33,13,1,Screen 1,Zone1,continue_button,581.7999999523163,,,,0,,,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
160,1756914261272,03/09/2025 15:44,1756914267964,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,33,13,2,individual,Zone4,timelimit_screen,1000,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
161,1756914261766,03/09/2025 15:44,1756914268461,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,33,13,3,offer,bluebox,response_button_image,491.8000000715256,,,redBox.png,1,1,,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
162,1756914263767,03/09/2025 15:44,1756914270448,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,33,13,5,feedback_r,Zone7,timelimit_screen,1999.6999999999825,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
163,1756914263892,03/09/2025 15:44,1756914270597,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,33,13,6,end,Zone1,timelimit_screen,149.20000000001164,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
164,1756914265120,03/09/2025 15:44,1756914271812,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,34,20,1,Screen 1,Zone1,continue_button,1203.3999999761581,,,,0,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
165,1756914266102,03/09/2025 15:44,1756914272796,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,34,20,2,individual,Zone4,timelimit_screen,1000,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
166,1756914267101,03/09/2025 15:44,1756914273798,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,34,20,3,offer,Zone2,response_button_image,994.2999999523163,,,redBox.png,1,1,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
167,1756914269087,03/09/2025 15:44,1756914275779,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,34,20,4,feedback_l,Zone7,timelimit_screen,1999.2999999999884,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
168,1756914269231,03/09/2025 15:44,1756914275927,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,34,20,6,end,Zone1,timelimit_screen,148.90000000002328,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
169,1756914269838,03/09/2025 15:44,1756914276539,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,35,14,1,Screen 1,Zone1,continue_button,598.8000000715256,,,,0,,,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
170,1756914270850,03/09/2025 15:44,1756914277528,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,35,14,2,individual,Zone4,timelimit_screen,999.7999999999884,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
171,1756914272022,03/09/2025 15:44,1756914278712,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,35,14,3,offer,Zone2,response_button_image,1176.5,,,redBox.png,1,1,,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
172,1756914274015,03/09/2025 15:44,1756914280697,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,35,14,4,feedback_l,Zone7,timelimit_screen,1999.1000000000058,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
173,1756914274153,03/09/2025 15:44,1756914280844,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,35,14,6,end,Zone1,timelimit_screen,149.79999999998836,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
174,1756914274865,03/09/2025 15:44,1756914281544,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,36,21,1,Screen 1,Zone1,continue_button,688.6000000238419,,,,0,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
175,1756914275861,03/09/2025 15:44,1756914282544,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,36,21,2,individual,Zone4,timelimit_screen,1000.3000000000175,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
176,1756914276653,03/09/2025 15:44,1756914283356,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,36,21,3,offer,Zone2,response_button_image,803.2000000476837,,,redBox.png,1,1,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
177,1756914278664,03/09/2025 15:44,1756914285343,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,36,21,4,feedback_l,Zone7,timelimit_screen,1999.6000000000058,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
178,1756914278794,03/09/2025 15:44,1756914285492,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,36,21,6,end,Zone1,timelimit_screen,149.29999999998836,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
179,1756914279296,03/09/2025 15:44,1756914285986,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,37,22,1,Screen 1,Zone1,continue_button,481.5,,,,0,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
180,1756914280296,03/09/2025 15:44,1756914286976,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,37,22,2,individual,Zone4,timelimit_screen,1000.2999999999884,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
181,1756914281329,03/09/2025 15:44,1756914288008,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,37,22,3,offer,Zone2,response_button_image,1025.8999999761581,,,redBox.png,1,1,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
182,1756914283302,03/09/2025 15:44,1756914289993,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,37,22,4,feedback_l,Zone7,timelimit_screen,2000,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
183,1756914283445,03/09/2025 15:44,1756914290142,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,37,22,6,end,Zone1,timelimit_screen,149.5,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
184,1756914284339,03/09/2025 15:44,1756914291019,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,38,23,1,Screen 1,Zone1,continue_button,867.5,,,,0,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
185,1756914285330,03/09/2025 15:44,1756914292009,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,38,23,2,individual,Zone4,timelimit_screen,999.8999999999942,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
186,1756914286522,03/09/2025 15:44,1756914293218,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,38,23,3,offer,Zone2,response_button_image,1202.5,,,redBox.png,1,1,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
187,1756914288539,03/09/2025 15:44,1756914295208,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,38,23,4,feedback_l,Zone7,timelimit_screen,1999.6000000000058,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
188,1756914288676,03/09/2025 15:44,1756914295363,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,38,23,6,end,Zone1,timelimit_screen,149.39999999999418,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
189,1756914289572,03/09/2025 15:44,1756914296255,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,39,15,1,Screen 1,Zone1,continue_button,877.6999999284744,,,,0,,,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
190,1756914290555,03/09/2025 15:44,1756914297241,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,39,15,2,individual,Zone4,timelimit_screen,999.6000000000058,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
191,1756914291329,03/09/2025 15:44,1756914298017,1,03/09/2025 16:44,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,39,15,3,offer,bluebox,response_button_image,769.3999999761581,,,redBox.png,1,1,,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
192,1756914293327,03/09/2025 15:44,1756914300007,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,39,15,5,feedback_r,Zone7,timelimit_screen,1999.2999999999884,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
193,1756914293456,03/09/2025 15:44,1756914300157,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,39,15,6,end,Zone1,timelimit_screen,150,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
194,1756914294469,03/09/2025 15:44,1756914301161,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,40,24,1,Screen 1,Zone1,continue_button,994.6000000238419,,,,0,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
195,1756914295475,03/09/2025 15:44,1756914302156,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,40,24,2,individual,Zone4,timelimit_screen,999.8999999999942,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
196,1756914296427,03/09/2025 15:44,1756914303111,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,40,24,3,offer,Zone2,response_button_image,947.8999999761581,,,redBox.png,1,1,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
197,1756914298432,03/09/2025 15:44,1756914305106,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,40,24,4,feedback_l,Zone7,timelimit_screen,1999.6000000000058,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
198,1756914298561,03/09/2025 15:44,1756914305255,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,40,24,6,end,Zone1,timelimit_screen,149.80000000001746,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,70,39,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.933,0.664,1.748,1.622,expert
199,1756914299768,03/09/2025 15:44,1756914306457,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,41,16,1,Screen 1,Zone1,continue_button,1191,,,,0,,,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
200,1756914300861,03/09/2025 15:45,1756914307456,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,41,16,2,individual,Zone4,timelimit_screen,1000.2999999999884,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
201,1756914303112,03/09/2025 15:45,1756914309804,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,41,16,3,offer,bluebox,response_button_image,2341.399999976158,,,redBox.png,1,1,,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
202,1756914305090,03/09/2025 15:45,1756914311788,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,41,16,5,feedback_r,Zone7,timelimit_screen,1999.3999999999942,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
203,1756914305245,03/09/2025 15:45,1756914311938,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,41,16,6,end,Zone1,timelimit_screen,150.40000000002328,,,,0,,,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,81,40,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.496,1.269,0.727,1.824,expert
204,1756914306193,03/09/2025 15:45,1756914312873,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,42,25,1,Screen 1,Zone1,continue_button,923.5,,,,0,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
205,1756914307176,03/09/2025 15:45,1756914313870,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,42,25,2,individual,Zone4,timelimit_screen,1000.2000000000116,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
206,1756914308193,03/09/2025 15:45,1756914314885,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,42,25,3,offer,Zone2,response_button_image,1008,,,redBox.png,1,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
207,1756914310194,03/09/2025 15:45,1756914316869,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,42,25,4,feedback_l,Zone7,timelimit_screen,1999.1000000000058,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
208,1756914310327,03/09/2025 15:45,1756914317021,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,42,25,6,end,Zone1,timelimit_screen,150.60000000000582,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,82,41,,,0.15,0.85,0,1,0,1,Stable,Volatile,2.437,1.962,1.71,2.613,expert
209,1756914311035,03/09/2025 15:45,1756914317721,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,43,17,1,Screen 1,Zone1,continue_button,689.5,,,,0,,,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,83,42,,,0.15,0.85,0,0,1,1,Stable,Volatile,2.891,1.647,1.521,1.958,expert
210,1756914312025,03/09/2025 15:45,1756914318719,1,03/09/2025 16:45,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,43,17,2,individual,Zone4,timelimit_screen,1000.4000000000233,,,,0,,,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,83,42,,,0.15,0.85,0,0,1,1,Stable,Volatile,2.891,1.647,1.521,1.958,expert
