Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
11,1756914100404,03/09/2025 15:41,1756914107083,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,3,1,3,offer,Zone2,response_button_image,2542,,,redBox.png,1,1,,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
12,1756914102388,03/09/2025 15:41,1756914109082,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,3,1,4,feedback_l,Zone7,timelimit_screen,2000.2000000000007,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
13,1756914102538,03/09/2025 15:41,1756914109230,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,3,1,6,end,Zone1,timelimit_screen,149.20000000000073,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,3,2,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.782,1.168,1.168,2.462,expert
14,1756914103414,03/09/2025 15:41,1756914110107,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,4,2,1,Screen 1,Zone1,continue_button,866.1000000238419,,,,0,,,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
15,1756914104400,03/09/2025 15:41,1756914111097,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,4,2,2,individual,Zone4,timelimit_screen,999.8999999999978,,,,0,,,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
16,1756914105600,03/09/2025 15:41,1756914112277,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,4,2,3,offer,Zone3,response_button_image,1172.3999999761581,,,redBox.png,1,1,,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
17,1756914107593,03/09/2025 15:41,1756914114264,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,4,2,5,feedback_r,Zone7,timelimit_screen,1999.6000000000022,,,,0,,,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
18,1756914107717,03/09/2025 15:41,1756914114412,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,4,2,6,end,Zone1,timelimit_screen,149.29999999999927,,,,0,,,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,4,3,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.983,1.181,0.538,1.588,expert
19,1756914109739,03/09/2025 15:41,1756914116428,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,5,3,1,Screen 1,Zone1,continue_button,2002.8999999761581,,,,0,,,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
20,1756914110754,03/09/2025 15:41,1756914117421,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,5,3,2,individual,Zone4,timelimit_screen,999.2999999999993,,,,0,,,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
21,1756914112653,03/09/2025 15:41,1756914119331,1,03/09/2025 16:41,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,5,3,3,offer,Zone3,response_button_image,1902.7999999523163,,,redBox.png,1,1,,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
22,1756914114633,03/09/2025 15:41,1756914121328,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,5,3,5,feedback_r,Zone7,timelimit_screen,1999.2999999999993,,,,0,,,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
23,1756914114790,03/09/2025 15:41,1756914121478,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,5,3,6,end,Zone1,timelimit_screen,150.10000000000218,,,,0,,,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,5,4,,,0.85,0.85,1,1,1,0,Volatile,Stable,1.529,0.891,1.004,1,expert
24,1756914115827,03/09/2025 15:41,1756914122504,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,6,2,1,Screen 1,Zone1,continue_button,1010.7000000476837,,,,0,,,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
25,1756914116807,03/09/2025 15:41,1756914123495,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,6,2,2,individual,Zone4,timelimit_screen,1000.1999999999971,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
26,1756914118468,03/09/2025 15:41,1756914125162,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,6,2,3,offer,Zone2,response_button_image,1659.6999999284744,,,redBox.png,1,1,,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
27,1756914120471,03/09/2025 15:42,1756914127162,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,6,2,4,feedback_l,Zone7,timelimit_screen,2000.199999999997,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
28,1756914120614,03/09/2025 15:42,1756914127310,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,6,2,6,end,Zone1,timelimit_screen,149.3000000000029,,,,0,,,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,6,5,,,0.85,0.85,1,1,1,1,Volatile,Stable,1.832,1.118,0.752,1.79,expert
29,1756914122073,03/09/2025 15:42,1756914128729,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,7,4,1,Screen 1,Zone1,continue_button,1407.2999999523163,,,,0,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
30,1756914123051,03/09/2025 15:42,1756914129727,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,7,4,2,individual,Zone4,timelimit_screen,999,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
31,1756914124791,03/09/2025 15:42,1756914131491,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,7,4,3,offer,Zone3,response_button_image,1757.2000000476837,,,yellowBox.png,1,1,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
32,1756914126800,03/09/2025 15:42,1756914133476,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,7,4,5,feedback_r,Zone7,timelimit_screen,2000.300000000003,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
33,1756914126925,03/09/2025 15:42,1756914133626,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,7,4,6,end,Zone1,timelimit_screen,150.09999999999854,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,7,6,,,0.15,0.85,0,1,0,1,Volatile,Stable,3.294,0.815,1.282,2.664,expert
34,1756914127949,03/09/2025 15:42,1756914134623,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,8,3,1,Screen 1,Zone1,continue_button,982.6000000238419,,,,0,,,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
35,1756914128950,03/09/2025 15:42,1756914135617,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,8,3,2,individual,Zone4,timelimit_screen,1000.3000000000029,,,,0,,,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
36,1756914129997,03/09/2025 15:42,1756914136670,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,8,3,3,offer,Zone2,response_button_image,1047.3999999761581,,,yellowBox.png,1,1,,,,,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
37,1756914131964,03/09/2025 15:42,1756914138659,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,8,3,4,feedback_l,Zone7,timelimit_screen,1999.5999999999985,,,,0,,,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
38,1756914132118,03/09/2025 15:42,1756914138807,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,8,3,6,end,Zone1,timelimit_screen,149.3000000000029,,,,0,,,,,1,,,trial_left,yellowBox.png,yellowBox.png,redBox.png,al1_con.png,8,7,,,0.15,0.85,0,1,0,0,Volatile,Stable,3.269,1.37,1.786,2.328,expert
39,1756914132968,03/09/2025 15:42,1756914139641,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,9,4,1,Screen 1,Zone1,continue_button,817.8999999761581,,,,0,,,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
40,1756914133932,03/09/2025 15:42,1756914140624,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,9,4,2,individual,Zone4,timelimit_screen,999.7000000000044,,,,0,,,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
41,1756914135412,03/09/2025 15:42,1756914142063,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,9,4,3,offer,Zone2,response_button_image,1430.8999999761581,,,redBox.png,1,,,,,,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
42,1756914137380,03/09/2025 15:42,1756914144059,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,9,4,4,feedback_l,Zone7,timelimit_screen,1998.800000000003,,,,0,,,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
43,1756914137514,03/09/2025 15:42,1756914144206,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,9,4,6,end,Zone1,timelimit_screen,150.1999999999971,,,,0,,,,,1,,,trial_left,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,9,8,,,0.15,0.85,0,0,1,1,Volatile,Stable,3.975,0.576,1.256,1.807,expert
44,1756914138358,03/09/2025 15:42,1756914145036,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,10,5,1,Screen 1,Zone1,continue_button,816.3999999761581,,,,0,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
45,1756914139354,03/09/2025 15:42,1756914146023,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,10,5,2,individual,Zone4,timelimit_screen,1000.2999999999956,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
46,1756914140393,03/09/2025 15:42,1756914147091,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,10,5,3,offer,Zone3,response_button_image,1061.1000000238419,,,yellowBox.png,1,,,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
47,1756914142395,03/09/2025 15:42,1756914149089,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,10,5,5,feedback_r,Zone7,timelimit_screen,2000,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
48,1756914142603,03/09/2025 15:42,1756914149238,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,10,5,6,end,Zone1,timelimit_screen,149.3000000000029,,,,0,,,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,10,9,,,0.15,0.85,1,0,0,1,Volatile,Stable,3.798,1.055,1.559,2.042,expert
49,1756914143362,03/09/2025 15:42,1756914150035,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,11,6,1,Screen 1,Zone1,continue_button,783.3999999761581,,,,0,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
50,1756914144332,03/09/2025 15:42,1756914151023,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,11,6,2,individual,Zone4,timelimit_screen,999.7999999999956,,,,0,,,,,1,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
51,1756914145331,03/09/2025 15:42,1756914152020,1,03/09/2025 16:42,183183,6,task-cj2d,,48985574,15,11344882,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 139.0.0.0,1440x900,1440x731,,,,SLS,2,schedule_A,schedule_A,11,6,3,offer,Zone2,response_button_image,989.1999999284744,,,redBox.png,1,,,,,,,,trial_right,yellowBox.png,redBox.png,yellowBox.png,al1_con.png,21,10,,,0.15,0.85,0,1,0,1,Volatile,Stable,1.857,0.5,1.294,2.916,expert
